id,name,birth_canton,frequency
1561,Prilly,VD,4.0
1562,Riaz,Etranger,3.0
1563,Penthalaz,VD,2.0
1564,Wiedikon,ZH,1.0
1565,Hochheim am Main,Etranger,1.0
1566,Tailfingen,Etranger,2.0
1567,Carinthia,Etranger,1.0
1568,Salzbourg,Etranger,4.0
1569,Innsbruck,Etranger,2.0
1570,Hudiksvall,Etranger,1.0
1571,Le Chenit,VD,4.0
1572,Marburg,Etranger,1.0
1573,Bois-Colombes,Etranger,1.0
1574,Chessel,VD,1.0
1575,Pozzuolo,Etranger,1.0
1576,Bagheria,Etranger,1.0
1577,Belfaux,FR,2.0
1578,St-Cergue,VD,1.0
1579,Neuhausen,SH,7.0
1580,Yens sur Morges,VD,1.0
1581,Vucherens,VD,1.0
1582,Les Sciernes d'Albeuve,FR,1.0
1583,Saint-Quentin,Etranger,2.0
1584,Chavannes-le-Veyron,VD,1.0
1585,Yvonand,VD,3.0
1586,Meyriez,FR,2.0
1587,Ballens,VD,1.0
1588,Gersau,SZ,2.0
1589,Salquenen,VS,1.0
1590,Fontainebrux,Etranger,1.0
1591,Hefenhausen,TG,1.0
1592,Chesalles-sur-Oron,VD,2.0
1593,Thierrens,VD,3.0
1594,Avry-sur-Matran,FR,1.0
1595,Ollon,VD,5.0
1596,Esmonts,FR,1.0
1597,Ferrières sur Annecy,Etranger,1.0
1598,Cossonay,VD,6.0
1599,Chaves,Etranger,1.0
1600,Leysin,VD,3.0
1601,Charrat,VS,1.0
1602,Vernand-Dessous,VD,1.0
1603,Vernand-Dessus,VD,1.0
1604,Zell,LU,6.0
1605,St-Andrew,Etranger,1.0
1606,Lavey,VD,1.0
1607,Le Brassus,VD,4.0
1608,Créteil,Etranger,1.0
1609,Ecublens (FR),FR,1.0
1610,Peyres-Possens,VD,1.0
1611,Syens,VD,1.0
1612,Les Charbonnières,VD,1.0
1613,Washington,Etranger,3.0
1614,Varennes-lès-Nevers,Etranger,1.0
1615,Baulmes,VD,2.0
1616,Lille,Etranger,2.0
1617,Oron-le-Châtel,VD,1.0
1618,Medellin,Etranger,1.0
1619,Hanoi,Etranger,1.0
1620,Châteauroux,Etranger,1.0
1621,Bâle-Ville,BS,3.0
1622,Le Sépey,VD,2.0
1623,Villeneuve,VD,6.0
1624,Epalinges,VD,8.0
1625,Saint-Aubin FR,FR,2.0
1626,Martigny-Ville,VS,1.0
1627,Fiez,VD,5.0
1628,Montana-Village,VS,1.0
1629,Bougy-Villars,VD,1.0
1630,Rougemont,VD,3.0
1631,Bujumo-Murambi,Etranger,1.0
1632,Gams,SG,5.0
1633,Mantova,Etranger,1.0
1634,Mamborê,Etranger,1.0
1635,Lourtier,VS,1.0
1636,Lugaggia,TI,1.0
1637,Cortébert,BE,2.0
1638,Montagnola,TI,2.0
1639,Bedano,TI,1.0
1640,Lopagno,TI,1.0
1641,Valsolda (Como),Etranger,1.0
1642,Cureglia,TI,1.0
1643,Imperia,Etranger,1.0
1644,Arzo,TI,2.0
1645,Corzoneso,TI,1.0
1646,Corticiasca,TI,3.0
1647,Cesena/Forlì,Etranger,1.0
1648,Schattdorf,UR,6.0
1649,Ligornetto,TI,1.0
1650,Bironico,TI,1.0
1651,Sementina,TI,1.0
1652,Novaggio,TI,2.0
1653,Massagno,TI,3.0
1654,Madras,Etranger,1.0
1655,Gentilino,TI,3.0
1656,Meisterschwanden,AG,1.0
1657,Monteggio,TI,3.0
1658,Grono,GR,1.0
1659,Grenoble,Etranger,4.0
1660,Stabio,TI,5.0
1661,Carabietta,TI,1.0
1662,Brissago,TI,1.0
1663,Joroinen (Mikkeli),Etranger,1.0
1664,Muzzano,TI,2.0
1665,Vico Morcote,TI,1.0
1666,Capodistria (Trieste),Etranger,1.0
1667,Lecco,Etranger,1.0
1668,Buerglen,TG,1.0
1669,Brusino Arsizio,TI,1.0
1670,Cremona,Etranger,1.0
1671,Kandersteg,BE,3.0
1672,Cadro,TI,1.0
1673,Cimadera,TI,1.0
1674,Cevio,TI,3.0
1675,Champdepraz (Aosta),Etranger,1.0
1676,Loco,TI,1.0
1677,Olivone,TI,4.0
1678,Brè sopra Lugano,TI,1.0
1679,Sarnico (Bergamo),Etranger,1.0
1680,Ostiglia (Mantova),Etranger,1.0
1681,Prizren,Etranger,2.0
1682,Auenstein,AG,1.0
1683,Asnières-sur-Seine,Etranger,1.0
1684,Sao Paulo,Etranger,4.0
1685,Essertes,VD,1.0
1686,"Malsch, Kreiz Karlsruhe",Etranger,1.0
1687,Boveresse,NE,1.0
1688,Noflen,BE,1.0
1689,Etagnières,VD,1.0
1690,Belmont-sur-Pully,VD,1.0
1691,Vitznau,LU,1.0
1692,Therwil,BL,3.0
1693,Däniken,SO,2.0
1694,Marthalen,ZH,2.0
1695,Bussenhausen,ZH,1.0
1696,Leutkirch (Wurttemberg),Etranger,1.0
1697,Wädenswilerberg,ZH,1.0
1698,Oberhelfenschwil,SG,2.0
1699,Kollbrunn,ZH,1.0
1700,Villars-sur-Glâne,FR,2.0
1701,Dardagny,GE,2.0
1702,Choulex,GE,2.0
1703,Regensdorf,ZH,1.0
1704,Lissa,Etranger,1.0
1705,Neidenburg (Ostpreussen),Etranger,1.0
1706,Heslach,Etranger,1.0
1707,Mindersdorf,Etranger,1.0
1708,Krummenau,SG,1.0
1709,Madretsch,BE,2.0
1710,Santa Maria,GR,1.0
1711,(Royaume de Wurtemberg),Etranger,1.0
1712,Burzweiler (Alsace),Etranger,1.0
1713,Regensburg,Etranger,1.0
1714,Aachen,Etranger,3.0
1715,Cagliari,Etranger,1.0
1716,Irun,Etranger,1.0
1717,Cottbus,Etranger,1.0
1718,Oakville,Etranger,1.0
1719,Nice,Etranger,2.0
1720,Piacenza,Etranger,1.0
1721,Nembro,Etranger,1.0
1722,Corme,Etranger,1.0
1723,Maracaibo,Etranger,1.0
1724,Maccio,Etranger,1.0
1725,Hégenheim,Etranger,1.0
1726,Göteborg,Etranger,1.0
1727,Niédens,VD,1.0
1728,Rehetobel,AR,6.0
1729,Le Lac-Noir,FR,1.0
1730,Nérac (Lot-et-Garonne),Etranger,1.0
1731,Dietwil,AG,1.0
1732,Saint-Germain-sur-Talloires (Haute-Savoie),Etranger,1.0
1733,Werden an der Ruhr,Etranger,1.0
1734,Neuwied,Etranger,2.0
1735,Waregem,Etranger,1.0
1736,Vizag,Etranger,1.0
1737,Escholzmatt-Marbach,LU,2.0
1738,Vérone,Etranger,2.0
1739,Hagen,Etranger,2.0
1740,Fulenbach,SO,2.0
1741,Hohenems (Vorarlberg),Etranger,2.0
1742,Langnau im Emmental,BE,3.0
1743,Curtilles,VD,1.0
1744,Kirchberg (BE),BE,2.0
1745,Egolzwil,LU,3.0
1746,Les Agettes,VS,1.0
1747,Biberist,SO,6.0
1748,Wengi,BE,1.0
1749,Beromünster,LU,1.0
1750,Réclère,BE,1.0
1751,Grossandelfingen,ZH,1.0
1752,Schlosswil,BE,2.0
1753,Zutphen,Etranger,1.0
1754,Estrun,Etranger,1.0
1755,Watford,Etranger,1.0
1756,Flawil,SO,
1757,Muotathal,SZ,4.0
1758,Valendas,GR,1.0
1759,Drei Höfe,SO,1.0
1760,Elberfeld,Etranger,2.0
1761,Güttingen,TG,2.0
1762,Möriken-Wildegg,AG,1.0
1763,Siebnen,SZ,3.0
1764,Olot,Etranger,1.0
1765,Timisoara,Etranger,3.0
1766,Kuopio,Etranger,1.0
1767,Ravenne,Etranger,1.0
1768,Biberach,Etranger,1.0
1769,Heiligenstadt,Etranger,2.0
1770,Obfelden,ZH,2.0
1771,Zollikofen,ZH,2.0
1772,Villette,VD,2.0
1773,Hemberg,SG,5.0
1774,Niedereggenen,Etranger,1.0
1775,Muttenz,BL,3.0
1776,Lindau,Etranger,
1777,Wiedlisbach,BE,2.0
1778,Moncófar (Castellón),Etranger,1.0
1779,Le Dézaley,VD,1.0
1780,Semsales,FR,1.0
1781,Savigny,VD,3.0
1782,Vouvry,VS,2.0
1783,Torgau,Etranger,1.0
1784,Nidfurn,GL,1.0
1785,Wohlenschwil,AG,1.0
1786,Speicher,AR,2.0
1787,Saint-Cierges,VD,2.0
1788,Gondiswil,BE,2.0
1789,Lindau (Bavière),Etranger,1.0
1790,Oberwil bei Büren,BE,1.0
1791,Wollerau,SZ,3.0
1792,Manchester,Etranger,1.0
1793,Guebwiller (Alsace),Etranger,1.0
1794,Halifax,Etranger,1.0
1795,Boudevilliers,NE,2.0
1796,Neubrunn,ZH,1.0
1797,Reinach,AG,
1798,Weiningen,ZH,1.0
1799,Stein,AR,
1800,Seedorf,UR,1.0
1801,Chézard-Saint-Martin,NE,1.0
1802,Trasadingen,SH,1.0
1803,Beringen,SH,4.0
1804,Rüegsau,BE,3.0
1805,Straubenzell,SG,1.0
1806,Büsserach,SO,2.0
1807,Hesse,Etranger,1.0
1808,Thunstetten,BE,1.0
1809,Tecuci,Etranger,1.0
1810,Kleinhüningen,BS,1.0
1811,Mengestorf,BE,1.0
1812,Kempten,ZH,1.0
1813,Worben,BE,1.0
1814,Liebewil,BE,1.0
1815,Bärau,BE,1.0
1816,Bürerwald,SG,1.0
1817,Laupen,BE,3.0
1818,Boningen,SO,1.0
1819,Aeschi bei Spiez,BE,1.0
1820,Schangnau,BE,1.0
1821,Wynigen,BE,1.0
1822,Bütschwil,SG,4.0
1823,Toggenburg,SG,1.0
1824,Paspels,GR,1.0
1825,Hitzkirch,LU,3.0
1826,Leuzigen,BE,1.0
1827,Günzburg,Etranger,1.0
1828,Alpnach,OW,4.0
1829,Säckingen,Etranger,1.0
1830,Wattenwil,BE,
1831,Oberengstringen,ZH,1.0
1832,Echandens,VD,1.0
1833,Commentry,Etranger,1.0
1834,Piémont,Etranger,1.0
1835,Aarhus,Etranger,1.0
1836,Bardonnex,GE,2.0
1837,Macon,Etranger,2.0
1838,Vallée de Joux,VD,1.0
1839,Heilbronn,Etranger,3.0
1840,Niederschwarzbach,Etranger,1.0
1841,Embrach,ZH,4.0
1842,Dillingen,Etranger,1.0
1843,Colombe,Etranger,1.0
1844,Bayeux,Etranger,1.0
1845,Garches,Etranger,1.0
1846,Friedrichsdorf,Etranger,1.0
1847,Aclens,VD,1.0
1848,Kehrsatz,BE,1.0
1849,Völkermarkt,Etranger,1.0
1850,Poméranie,Etranger,1.0
1851,Galgenen,SZ,5.0
1852,Unterseen,BE,8.0
1853,Mackenzie (Guyane brittanique),Etranger,1.0
1854,Pollegio,TI,2.0
1855,Erlangen,Etranger,4.0
1856,Wiesendangen,ZH,2.0
1857,Bisaccia (Avellino),Etranger,1.0
1858,Campolongo sul Brenta,Etranger,1.0
1859,Bossuet,Etranger,1.0
1860,Madretsch (Bienne),BE,1.0
1861,Fischenthal,ZH,2.0
1862,Zuchwil,SO,1.0
1863,Guttet,VS,1.0
1864,Welschenrohr,SO,3.0
1865,Lengnau,BE,2.0
1866,Bingen (Hesse rhénane),Etranger,1.0
1867,Riedt,TG,3.0
1868,Borex,VD,1.0
1869,Signau,BE,4.0
1870,Avry devant-Pont,FR,1.0
1871,Saint-Gingolph,Etranger,2.0
1872,Chavannes-près-Renens,VD,2.0
1873,Menden DE,Etranger,1.0
1874,Dagmersellen,LU,3.0
1875,Anduze,Etranger,2.0
1876,Birmingham,Etranger,2.0
1877,Pontaix (Drôme),Etranger,1.0
1878,Valence,Etranger,1.0
1879,Bourg-en-Bresse,Etranger,1.0
1880,Deudehom,Etranger,1.0
1881,Bourdigny,GE,1.0
1882,Amiens,Etranger,1.0
1883,Mariastein,SO,1.0
1884,Lenzbourg,AG,2.0
1885,Villmergen,AG,2.0
1886,Alost (Flandre orientale),Etranger,1.0
1887,Safenwil,AG,2.0
1888,Kirchberg,Etranger,6.0
1889,Elbistan,Etranger,1.0
1890,Poebene,Etranger,1.0
1891,Tarcento,Etranger,1.0
1892,Wohlen,BE,
1893,Sankt Stephan,BE,1.0
1894,Märstetten,TG,3.0
1895,Genève,Suisse,
1896,Tenero,TI,1.0
1897,Niederhallwil,AG,1.0
1898,Au,SG,2.0
1899,Oberägeri,SZ,
1900,Oftringen,AG,4.0
1901,Stein am Rhein,SH,9.0
1902,Corcelles-près-Concise,VD,2.0
1903,Chur,GR,4.0
1904,Cernier,NE,2.0
1905,Malans,GR,3.0
1906,Vauderens,FR,2.0
1907,Gstaad,BE,2.0
1908,Schüpfheim,LU,4.0
1909,Hohenrain,LU,2.0
1910,Cormoret,BE,2.0
1911,Dürnten,ZH,2.0
1912,St-Imier,BE,4.0
1913,Kirchlindach,BE,1.0
1914,Saxeten,BE,1.0
1915,Bévilard,BE,3.0
1916,Châlons-en-Champagne,Etranger,1.0
1917,Villnachern,AG,1.0
1918,Dättwil,AG,1.0
1919,Zollikon et Affoltern?,ZH,1.0
1920,Veltheim,AG,2.0
1921,Ramosch,GR,1.0
1922,Hölstein,BL,1.0
1923,Transvaal,Etranger,1.0
1924,Oberburg,BE,3.0
1925,Lausen,BL,1.0
1926,Ettiswil,LU,2.0
1927,Arbon,TG,12.0
1928,Weissenburg,BE,1.0
1929,Breil/Brigels,GR,2.0
1930,Schocherswil,TG,1.0
1931,Dietikon,ZH,6.0
1932,Libingen (Mosnang),SG,1.0
1933,Kräiligen,BE,1.0
1934,Illnau-Effretikon,ZH,1.0
1935,Rothrist,AG,4.0
1936,Eysins,VD,1.0
1937,Schübelbach (Siebnen),SZ,1.0
1938,Málaga,Etranger,1.0
1939,Krillberg,TG,1.0
1940,Uman,Etranger,1.0
1941,Schinznach-Dorf,AG,2.0
1942,Oberstammheim,ZH,1.0
1943,La Jonchère,NE,1.0
1944,Cully,VD,4.0
1945,Morbio Inferiore,TI,1.0
1946,Willisdorf,TG,1.0
1947,Eichberg,SG,2.0
1948,Vira,TI,1.0
1949,Les Bayards,NE,1.0
1950,Chaluet (Court),BE,1.0
1951,Sonceboz,BE,1.0
1952,Zauggenried,BE,2.0
1953,Lyssach,BE,1.0
1954,Corsier-sur-Vevey,VD,1.0
1955,Vuippens,FR,1.0
1956,Mur,VD,1.0
1957,Montana,VS,1.0
1958,Campli,Etranger,1.0
1959,Schönholzerswilen,TG,1.0
1960,Abtwil,AG,2.0
1961,Nürtingen,Etranger,1.0
1962,Moosaffoltern,BE,1.0
1963,L'Auberson,VD,1.0
1964,Montpreveyres,VD,1.0
1965,Berlingen,TG,1.0
1966,Roggwil,TG,4.0
1967,Faoug,VD,1.0
1968,Grosswangen,LU,4.0
1969,Erschwil,SO,1.0
1970,Ilanz,GR,7.0
1971,Täsch,VS,2.0
1972,Udligenswil,LU,2.0
1973,Thal,SG,8.0
1974,Saint-Antoine,FR,1.0
1975,Sins,AG,2.0
1976,Stockton,Etranger,1.0
1977,Basel,BS,34.0
1978,Człuchów,Etranger,1.0
1979,Dulliken,SO,2.0
1980,Rotkreuz,ZG,1.0
1981,Siviriez,FR,1.0
1982,Seigneux,VD,1.0
1983,Saar-Union,Etranger,1.0
1984,Nîmes,Etranger,2.0
1985,Mazamet (Tarn),Etranger,1.0
1986,Mont-la-Ville,VD,5.0
1987,Feldbrunnen,SO,1.0
1988,Tesserete,TI,3.0
1989,Eggiwil,BE,3.0
1990,Airolo,TI,6.0
1991,Zwickau,Etranger,1.0
1992,Étampes,Etranger,1.0
1993,Wilno,Etranger,1.0
1994,Neumarkt in Steiermark,Etranger,1.0
1995,Savièse,VS,4.0
1996,Lodi,Etranger,1.0
1997,Miami,Etranger,1.0
1998,Alexandria,Etranger,1.0
1999,Wilster,Etranger,1.0
2000,Caen,Etranger,1.0
2001,Katowice,Etranger,2.0
2002,Wipperfürth,Etranger,1.0
2003,Mannheim-Neckarau,Etranger,1.0
2004,Montandon,Etranger,1.0
2005,Wittenberge,Etranger,1.0
2006,"Reddemitz, Westpreussen",Etranger,1.0
2007,Tuttlingen,Etranger,2.0
2008,Höngg-Zürich,ZH,1.0
2009,Glovelier,BE,1.0
2010,Diemtigen,BE,2.0
2011,Duisburg,Etranger,5.0
2012,Karachi,Etranger,1.0
2013,Haslen,GL,2.0
2014,Dijon,Etranger,2.0
2015,Groningen,Etranger,1.0
2016,Eupen,Etranger,1.0
2017,Cinuos-chel,GR,1.0
2018,Gampel,VS,2.0
2019,Le Mans,Etranger,1.0
2020,Condrieu,Etranger,1.0
2021,The Bronx,Etranger,1.0
2022,Riggisberg,BE,1.0
2023,Seeberg,BE,2.0
2024,Littau,LU,1.0
2025,Saint-Loup,VD,1.0
2026,Stans,LU,
2027,Vilters-Wangs,SG,3.0
2028,Obstalden,GL,2.0
2029,Unterkulm,AG,1.0
2030,Schwändi,GL,1.0
2031,Ankara,Etranger,2.0
2032,Weinfelden,TG,4.0
2033,Wildberg,ZH,2.0
2034,Bruggen,SG,1.0
2035,Seuzach,ZH,2.0
2036,Grossbartloff (Erfurt),Etranger,1.0
2037,Recherswil,SO,3.0
2038,Ziegelbrücke,GL,3.0
2039,Balterswil,TG,1.0
2040,Yerevan,Etranger,1.0
2041,(West Virginia),Etranger,1.0
2042,Montagny,VD,2.0
2043,Merseburg,Etranger,1.0
2044,Apples,VD,2.0
2045,Rennaz,VD,1.0
2046,Wörgl,Etranger,1.0
2047,Saint Petersburg,Etranger,1.0
2048,Töss (auj. Winterthour),ZH,1.0
2049,Oberrieden,ZH,1.0
2050,Riddes,VS,2.0
2051,Gossau,ZH,
2052,Urdorf,ZH,2.0
2053,Ottiswil,BE,1.0
2054,Prévonloup,VD,1.0
2055,Leimbach,AG,2.0
2056,Egringen,Etranger,1.0
2057,Schüpfen,BE,4.0
2058,Baselaugst,BL,1.0
2059,Chavornay,VD,3.0
2060,Montfaucon,BE,2.0
2061,Vesin,FR,1.0
2062,Fiorano,Etranger,1.0
2063,Lüsslingen,SO,2.0
2064,Bailén,Etranger,1.0
2065,Schlierbach,LU,1.0
2066,Ostiano,Etranger,1.0
2067,Grub,SG,1.0
2068,Igis,GR,1.0
2069,Gränichen,AG,8.0
2070,Därligen,BE,1.0
2071,Pedrinate,TI,1.0
2072,Neuenegg,BE,3.0
2073,Kriegstetten,SO,2.0
2074,Schaplava,Etranger,1.0
2075,Berneck,SG,2.0
2076,Allschwil,BL,3.0
2077,Bramstedt,Etranger,1.0
2078,Zihlschlacht,TG,3.0
2079,Tamins,GR,5.0
2080,Oberegg,AI,4.0
2081,Schänis,SG,4.0
2082,Obersteckholz,BE,1.0
2083,Buchrain,LU,1.0
2084,Seissen,Etranger,1.0
2085,Hasle-Rüegsau,BE,1.0
2086,Rüeggisberg,BE,3.0
2087,Torny-le-Grand,FR,1.0
2088,Le Cateau,Etranger,1.0
2089,Brusino,TI,1.0
2090,Porza,TI,1.0
2091,Les Petits-Ponts,NE,1.0
2092,Brugg,BE,
2093,Pampigny,VD,1.0
2094,Agriswil,FR,2.0
2095,Matten,BE,1.0
2096,Miesbach,Etranger,1.0
2097,Villars-d'Avry,FR,1.0
2098,Oberhofen,BE,2.0
2099,Reichenbach im Kandertal,BE,1.0
2100,Les Geneveys-sur-Coffrane,NE,1.0
2101,Autigny,FR,1.0
2102,Dietlikon,ZH,1.0
2103,Bümpliz,BE,2.0
2104,Rust,Etranger,1.0
2105,Russikon,ZH,1.0
2106,Kempttal,ZH,1.0
2107,Rüschlikon,ZH,2.0
2108,Zeiningen,AG,1.0
2109,Wangen,BE,2.0
2110,Walzenhausen,AR,3.0
2111,Nottingham,Etranger,1.0
2112,Niederbüren,SG,1.0
2113,Wigoltingen,TG,2.0
2114,Kaltbrunn,SG,1.0
2115,Oberbach,FR,1.0
2116,Derendingen,SO,3.0
2117,Hochfelden,ZH,1.0
2118,Bettwiesen,TG,1.0
2119,Recklinghauser,Etranger,1.0
2120,Horw,LU,4.0
2121,Päwesin,Etranger,1.0
2122,Kleinhandelfingen,ZH,1.0
2123,Othmarsingen,AG,2.0
2124,Widnau,SG,2.0
2125,Gerlafingen,SO,5.0
2126,Niederhünigen,BE,1.0
2127,Saint-Ursanne,BE,
2128,Péry,BE,2.0
2129,Buchs b. Aarau,AG,2.0
2130,Kirchberg,SG,
2131,S. Vito al Tagliamento (Pordenone),Etranger,1.0
2132,Titterten,BL,2.0
2133,Romainmôtier,VD,3.0
2134,Promasens,FR,1.0
2135,Giubiasco,TI,2.0
2136,Treycovagnes,VD,1.0
2137,Nendaz,VS,1.0
2138,Châtel-St-Denis,FR,2.0
2139,Brescia,Etranger,1.0
2140,Comologno,TI,1.0
2141,Grüningen,ZH,1.0
2142,Bollingen,SG,1.0
2143,Strengelbach,AG,1.0
2144,Canobbio,TI,1.0
2145,Engi,GL,1.0
2146,Saas-Balen,VS,1.0
2147,Grenchen,SO,2.0
2148,Sovramonte - Belluno,Etranger,1.0
2149,Reggio Emilia,Etranger,1.0
2150,Villeurbanne,Etranger,1.0
2151,Altensteigdorf (Baden-Württemberg),Etranger,1.0
2152,Lotzwil,BE,1.0
2153,Rickenbach,LU,2.0
2154,Rupperswil,AG,1.0
2155,Ammerswil,AG,1.0
2156,Röthenbach,BE,1.0
2157,Rothenburg,LU,2.0
2158,Uerkheim,AG,3.0
2159,Suhr,AG,2.0
2160,Mastrils,GR,1.0
2161,Grächen,VS,1.0
2162,Saint-Léonard,VS,2.0
2163,Verviers-Hodimont,Etranger,1.0
2164,Saint Blaise,NE,1.0
2165,Chermignon,VS,2.0
2166,Niederbipp,BE,2.0
2167,Oerlikon,ZH,2.0
2168,Lengwil,TG,1.0
2169,Niederrohrdorf,AG,1.0
2170,Sondrio,Etranger,1.0
2171,Fregiécourt,BE,1.0
2172,Alt Wallmoden/Goslar,Etranger,1.0
2173,Matzendorf,SO,1.0
2174,Montignez,BE,1.0
2175,Bollion,FR,1.0
2176,Champoz,BE,1.0
2177,Riniken,AG,1.0
2178,Collombey,VS,1.0
2179,Coffrane,NE,1.0
2180,Langwiesen,ZH,1.0
2181,Selzach,SO,2.0
2182,Oltigen,BE,1.0
2183,Bofflens,VD,1.0
2184,Fraubrunnen,BE,2.0
2185,Römerswil,LU,1.0
2186,Uetikon am See,ZH,1.0
2187,Collebeato,Etranger,1.0
2188,Bercher,VD,3.0
2189,Malleray,BE,2.0
2190,Obergesteln,VS,1.0
2191,Coppet,VD,3.0
2192,Velký Osek (Gross Wossek),Etranger,1.0
2193,Staad (commune de Thal),SG,1.0
2194,Altona (Hambourg),Etranger,1.0
2195,Neuburg am Inn,Etranger,1.0
2196,Nürnberg,Etranger,1.0
2197,Unterhallau (auj. Hallau),SH,1.0
2198,Piancastagnaio (Toscane),Etranger,1.0
2199,Erzurum,Etranger,1.0
2200,Wald,AR,
2201,Sorvilier,BE,1.0
2202,Müswangen (auj. comm. Hitzkirch),LU,1.0
2203,Klein-Sangerberg (auj. Prameny),Etranger,1.0
2204,Veltheim (auj. comm. Winterthour),ZH,1.0
2205,Marly ?,FR,1.0
2206,Buus,BL,2.0
2207,Bassecourt,BE,
2208,Mézières,VD,1.0
2209,Ennetbürgen,NW,3.0
2210,La Bosse,BE,1.0
2211,Puidoux,VD,1.0
2212,Laconnex,GE,1.0
2213,Niedergösgen,SO,1.0
2214,Reiden,LU,3.0
2215,Mülchi,BE,2.0
2216,Rivaz,VD,2.0
2217,Walchwil,ZG,2.0
2218,Felsberg,GR,1.0
2219,Unterengstringen,ZH,2.0
2220,Ennetmoos,NW,1.0
2221,Landquart,GR,2.0
2222,Schwadernau,BE,2.0
2223,Engelburg,SG,1.0
2224,Wila,ZH,2.0
2225,Mörigen,BE,1.0
2226,Cadenazzo,TI,4.0
2227,Krattigen,BE,1.0
2228,Goldiwil (Thun),BE,1.0
2229,Simrishamn,Etranger,1.0
2230,Umeå,Etranger,1.0
2231,Flüelen,UR,4.0
2232,Grosshöchstetten,BE,4.0
2233,Kappel,SG,
2234,Balerna,TI,2.0
2235,Bevaix,NE,1.0
2236,Ballaigues,VD,3.0
2237,Yvorne,VD,2.0
2238,Hofen,SH,3.0
2239,Schinznach,AG,1.0
2240,Montilier,FR,1.0
2241,Bätterkinden,BE,1.0
2242,Zizers,GR,3.0
2243,Auswil,BE,1.0
2244,Neggio,TI,1.0
2245,Ueken,AG,1.0
2246,Bachenbülach,ZH,2.0
2247,Masein,GR,1.0
2248,Merenschwand,AG,3.0
2249,Gléresse,BE,1.0
2250,Gähwil,SG,1.0
2251,La Chaux-du-Milieu,NE,2.0
2252,Chevilly,VD,1.0
2253,Giornico,TI,3.0
2254,Villarzel,VD,2.0
2255,Wabern,BE,2.0
2256,Veysonnaz,VS,1.0
2257,Forel-sur-Lucens,VD,1.0
2258,Oberrohrdorf,AG,1.0
2259,Lützelflüh,BE,3.0
2260,Reverolle (Savigny),VD,1.0
2261,Hauterive,NE,2.0
2262,Le Pâquier,NE,1.0
2263,Suberg,BE,1.0
2264,Trun,GR,3.0
2265,Küssnacht am Rigi,SZ,2.0
2266,Neuendorf,SO,1.0
2267,Romoos,LU,1.0
2268,Kühlewil,BE,1.0
2269,Binn,VS,1.0
2270,Mörel,VS,1.0
2271,Häggenschwil,SG,2.0
2272,Schlieren,ZH,2.0
2273,Billens,FR,4.0
2274,Bâle,BL,
2275,Ebnat-Kappel,SG,1.0
2276,Rheinklingen,TG,1.0
2277,Pratval,GR,1.0
2278,Stalden,VS,1.0
2279,Lauperswil,BE,2.0
2280,Vilters,SG,1.0
2281,Vnà,GR,1.0
2282,Donat,GR,1.0
2283,Attiswil,BE,1.0
2284,Séville,Etranger,1.0
2285,Waldkirch,SG,5.0
2286,Lossy,FR,1.0
2287,Baldingen,AG,1.0
2288,Vaz/Obervaz,GR,1.0
2289,Schluein,GR,1.0
2290,Bourg-Saint-Pierre,VS,1.0
2291,Neuheim,ZG,1.0
2292,Kerns,OW,5.0
2293,Heiden,AR,
2294,Flühli,LU,3.0
2295,Uesslingen,TG,1.0
2296,Cabbio,TI,1.0
2297,Mathod,VD,1.0
2298,Läufelfingen,BL,1.0
2299,Bühler,AR,1.0
2300,Wassen,UR,1.0
2301,Neuenkirch,LU,2.0
2302,Chapelle-sur-Moudon,VD,1.0
2303,Untersiggenthal,AG,3.0
2304,Rüttenen,SO,1.0
2305,Dornach,SO,2.0
2306,Erlinsbach,AG,1.0
2307,Thalheim an der Thur,ZH,1.0
2308,Hägglingen,AG,1.0
2309,Bösingen,FR,1.0
2310,Gachnang,TG,2.0
2311,Rechthalten,FR,1.0
2312,Laupersdorf,SO,2.0
2313,Icogne,VS,1.0
2314,Falera,GR,1.0
2315,Rossrüti (comm. Bronschhofen),SG,1.0
2316,Alberswil,LU,1.0
2317,Vollèges,VS,1.0
2318,Ruswil,LU,4.0
2319,Mägenwil,AG,2.0
2320,Neu Sankt-Johann (Henau),SG,1.0
2321,Boswil,AG,1.0
2322,Visperterminen,VS,1.0
2323,Escholzmatt,LU,1.0
2324,Laax,GR,1.0
2325,Bissone,TI,1.0
2326,Quarten,SG,1.0
2327,Trimmis,GR,2.0
2328,Saint-Blaise,NE,4.0
2329,Dizy,VD,1.0
2330,Villars-Lussery,VD,1.0
2331,Vetroz,VS,1.0
2332,Capolago,TI,1.0
2333,Sugnens,VD,1.0
2334,Burinaux (comm. Chavannes-sur-Moudon),VD,1.0
2335,Malix,GR,1.0
2336,Merzligen,BE,1.0
2337,Montreux-Vieux (Alsace),Etranger,1.0
2338,Staffelbach,AG,3.0
2339,Oensingen,SO,2.0
2340,Oppligen,BE,1.0
2341,Oberkulm,AG,1.0
2342,Mammern,TG,2.0
2343,Griesenberg,TG,1.0
2344,Simplon-Village,VS,1.0
2345,Bussigny-près-Lausanne,VD,1.0
2346,Räuchlisberg (auj. comm. Amriswil),TG,1.0
2347,Thalkirch (comm. Safien),GR,1.0
2348,Grossaffoltern,BE,1.0
2349,Grasswil b. Seeberg,BE,1.0
2350,Benken,ZH,2.0
2351,Suscévaz,VD,2.0
2352,La Sarraz,VD,6.0
